case	verdict	evidence	note
D8b	PASS	it/D/out/d8b/out.txt	exit 2 with a free slot enrolled (so pool-capacity, which is evaluated last and would answer 3, cannot be the refuser); the diagnostic contains: declares no kind: there is no profile.json. Nothing was claimed and nothing was recorded
D9	SKIP	it/D/out/d9/inertness.tsv	INJECTION IS INERT, so there is no rollback to judge: with the declared golden at mode 000 the dispatch still exits 0, writes its record and holds its lease. dispatch never reads the golden and never clones it — _do_dispatch's only Workspace call is isolate_build_cache(lease.path), and the package contains no clone at all, so a slot is an EMPTY directory and record.golden is set to the SLOT path rather than to the golden. Reported as a defect; D9b injects the same PermissionError one step downstream, where it does land
D9b	PASS	it/D/out/d9b/rollback.tsv	a REAL PermissionError (slot at mode 000) in the build-cache step — after the claim, after layout.bootstrap, after the charter write, before the record — rolls back exactly as FD-14 specifies: 0 lease dirs left, 0 records left, and the child folder already built is LEFT IN PLACE and NAMED in the rollback sentence, asserted against the path actually on disk. Judged against FD-14 rather than against 'no half-built instant': the folder is the named leftover the decision chose over a delete. And since SI-22 the operator gets the errno text plus a sentence with NO TRACEBACK (asserted), which is what §9's alarm contract asks for; the step is identified by the .m2 path in that text rather than by a stack frame, so renaming an internal function cannot break this case
D10a	PASS	it/D/out/d10a/rollback.tsv	with a FILE at the exact child path, dispatch REFUSES before claiming anything: exit 4 (Refused, registered — not an unhandled traceback), the sentence names the occupied path, 0 lease dirs, 0 records, and the pre-existing file byte-identical. Stronger than the rollback this case originally asserted: SI-20 moved the check ahead of the claim, so there is nothing to undo and no rollback sentence at all. The plan's property (no leaked lease, no half-built instant, no record) is satisfied by not starting rather than by unwinding
D10b	PASS	it/D/out/d10b/damage.tsv	a second dispatch onto an existing child instant left the running worker's charter and record intact (second exit 4)
D11	PASS	it/D/out/d11/per-iteration.tsv	12 of 12 iterations SIGKILLed with the claim already taken and the child folder not yet created — the killer logs the millisecond, ~115ms into a ~200ms transaction. 0 records and 0 instants in every one, so 'no half-built instant, no record' holds exactly where FD-14 orders it to. A lease is left in 12 of them (a killed process runs no rollback; FD-14 promises a NAMED leftover, not none) and in 12 of those the leftover is precisely SI-7's interrupted claim: the mkdir that won the slot, with the lease body still under its staging name. It is labelled before anyone acts (12 of 12, via the leases view's 'interrupted' — board cannot see it, there being no owner to build a subject from) and reap --base cleared every one and said so, 12 as reap-reclaimed and 0 as reaped, naming the dead writer's pid. Recovery was immediate, on the staging pid's liveness, not on the 30s floor
D11b	PASS	it/D/out/d11b/per-iteration.tsv	the harder window: 8 of 8 iterations SIGKILLed INSIDE layout.bootstrap, ~170ms in. 8 left a genuinely half-built instant (the log carries each one's entry count and whether CHARTER.md made it), and 0 left a record — the record is written after the tree, so the two windows leak different things and neither leaks a record. Here the lease body HAD landed, so the leftover is a stale lease rather than SI-7's interrupted claim: reconcile names it as a stale-lease subject on the board (8 of 8) and reap --base gave every one back as 8 reaped row(s), naming the owner. Judged against FD-14, which orders the FALLIBLE steps before the folder and promises a NAMED leftover rather than none: a SIGKILL is not a fallible step and no rollback runs, so the plan's literal 'no half-built instant, no leaked lease' is unachievable in this window and is reported as needing amendment, not as a product defect
ISOLATION-D-live-tmux	PASS	it/D/out/live-tmux-after.txt	live tmux session-name set byte-identical across the section (3 sessions, 0 of them dt-); every session this section created was on socket itfleet-D and is listed in D/out/private-tmux-sessions.txt
ISOLATION-D-claude-count	PASS	it/D/out/claude-pids-after.txt	not one NEW claude pid appeared: 10 live before, 10 after, additions none. Every dispatch launched the stub at bin/claude, which execs sleep, so no pane process is ever named claude (A6)
ISOLATION-D-leave	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-D
