case	verdict	evidence	note
B10	PASS	it/B/out/b10/b10-init.out	a 4-digit base is refused exit 2 at both doors (`init --base 0715` and `lint` on a 0715-… folder), the message names base_instant='0715', 9 digits is refused too (exit 2), and the canonical 8-digit 00000000 is ACCEPTED (exit 0) — so the refusal is the width rule and not a blanket no
B11	PASS	it/B/out/b11/b11-lint.out	a 6-dash-field folder is refused exit 2 and the message COUNTS the fields ('has 6 dash-separated fields', 'the grammar has exactly 5'); a 4-field folder is refused too, so the rule is the arity and not a fixed expectation
B12	PASS	it/B/out/b12/b12-what-happens.txt	an instantName containing a dash cannot exist: the only input surface (init --name 'two-words') NORMALISES to 'twoWords' (5 fields, dashless, lint clean) and an on-disk dash is refused exit 2. DIVERGENCE FROM THE PLAN, stated: init does NOT refuse (exit 0, by identity.camel's documented design), and a dash on disk is refused as B11's arity error, not by the <instantName> domain check — which is real and reachable (…-append-TwoWords => exit 2 naming instantName)
B13	PASS	it/B/out/b13h/b13.txt	-inflight- -> -complete- renamed on disk with no verb: status follows it (folder_state inflight->complete, evidence.instant becomes the NEW path, identity unchanged) while the record still names the STALE path, so the resolver is what did the work; and the watcher's memory is not orphaned — ONE seen file with the SAME name before and after, the post-rename tick reads '0 new' and stops reporting no-prior-state (exit 1 -> 0)
B14	PASS	it/B/out/b14/b14.txt	same minute (curr=07302354), the -abort- sibling created FIRST and sorting first: the stale -inflight-…-beta path resolves to -complete-…-beta and NOT to the abort sibling that precedes it, the stale -inflight-…-alpha path resolves to -abort-…-alpha, and a THIRD same-minute name (gamma) resolves to nothing at all (exit 2) — the control that stops this passing on a resolver that cannot collide
ISOLATION-B-live-tmux	PASS	it/B/out/live-tmux-after.txt	live tmux server session list byte-identical; no dt- session created, killed or written to; §B's own private server (itfleet-B) held: nothing — it was never started
ISOLATION-B-claude-count	PASS	it/B/out/claude-count-after.txt	pgrep -x claude: 10 before and after (A6); §B launches no process at all
ISOLATION-B-leave	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-B
ISOLATION-C-enter	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-C
C1	PASS	it/C/out/c1/C1.txt	two freshly enrolled slots read exactly 'free' (s1 s2), 2 rows; CONTROL: a third slot holding a bodiless claim reads 'interrupted' in the same view, so 'free' is earned and not the default for 'no lease body' (SI-7)
C2	PASS	it/C/out/c2/C2.txt	enroll of a path that is not a directory: exit 2, the message names the path and says enrolment never creates the workspace, and the store+slots manifest (content+mtime) is unchanged
C3	PASS	it/C/out/c3/C3.txt	second claim on the same named slot: exit 3 from pool.claim naming the holding todo (s2 was free, so the capacity guard passed and cannot be the source); no tmux session and no instant folder were created
C4	PASS	it/C/out/c4/C4.txt	claim with no slot named on a full pool: exit 3 from the CLI (pool-capacity guard, naming both slots) AND exit 3 from pool.claim itself, whose message prescribes release/reap/enroll; with a bodiless claim in the pool the same exhaustion names it INTERRUPTED and prescribes reap (SI-7)
C5	PASS	it/C/out/c5/C5.txt	release twice: exit 0 both times, freed=True then freed=False — the return value, not the absence of an exception, is what says which call did the freeing (FI-22); the claim directory is gone and leases reads 'free', not 'interrupted'
C6	PASS	it/C/out/c6/C6.txt	a real sleep 300 with cwd inside the slot: release refused with exit 4 naming that exact pid in both the sentence and the clearing condition, and the lease body survived; killing exactly that pid made release return freed=True; a second live sleeper was force-released with exit 0 while asserted still alive, and was still alive afterwards (release kills nothing). Both pids reaped by this case.
C7	PASS	it/C/out/c7/C7.txt	two leases on one pool, one tmux session really running on the private server and one name that never existed: reap freed exactly the dead slot (1 reaped row, 0 reclaimed/unfreed/refused) and left the live one held. Controls: neither slot had a cwd holder, so tmux liveness was the only discriminator; the freed slot reads 'free' not 'interrupted'; and after killing the live pane a second reap freed that slot too, so the survival was caused by the liveness.
C8	PASS	it/C/out/c8/C8.txt	a stale lease owned by another base: reap --base <ours> exited 4, named that base, said 'Not yours to clear' and quoted the exact override token, and left the lease held; the SAME call freed our own stale lease in the same pool, so the refusal is provably ownership-scoped rather than a blanket no-op; reap --all then freed the foreign lease and the slot reads free.
C9	PASS	it/C/out/c9/C9.txt	an undeclared golden raises BadInput whose exit_code is 2, and the sentence names the fix as `fleet set-golden --path` — a verb that is really in VERBS (FI-19a) — while naming the file it read; controls: a set golden reads back through a fresh consumer and an empty golden file is still unset. The class-to-code mapping is measured through a real CLI subprocess (exit 2), because NO verb consumes golden() and so the state itself is not reachable from a command line.
C10	SKIP	it/C/out/c10/C10-no-producer.txt	UNRUNNABLE, two independent reasons, both evidenced in the attached grep. (1) NO PRODUCER: nothing in src/fleet clones anything — the only occurrences of the word are three doc-comments — and _do_dispatch never calls Workspace.golden(); it records golden=str(lease.path), i.e. the slot itself, and the only thing it does to a slot is isolate_build_cache. Workspace.golden() has no consumer in the package at all, so the declared golden is write-only. A test would have to clone with git itself and then assert git cloned, which is K6's shape exactly. (2) The clone step would sit inside a SUCCEEDING dispatch, and dispatch hardcodes tmux=dt-<name> plus sessions.start, which this section is forbidden to create. Reported as a gap, not failed as a defect: set-golden works and is asserted here, so the missing piece is a consumer.
C11	PASS	it/C/out/c11/C11.txt	both maven.config files name the POPULATED .m2-old (which exists) and not the empty .m2 that sorts first; re-running stacks nothing. A decoy EMPTY .m2 sits beside a populated .m2-old and sorts first, so a check that merely found a .m2* would have named the cold one.
C12	PASS	it/C/out/c12/C12.txt	at-base/descendant/present/absent -> ok/ok/advisory/failed, four distinct positions from one call, every HEAD readable All four verdicts come from ONE base_check call over four real clones, so a check answering the same for every input cannot pass.
C13	PASS	it/C/out/c13/C13.txt	alpha ok + beta absent -> failed (worst governs); the same pair with both bases met -> ok, so the aggregate is not constant beta's expected sha is a real commit that is simply not an object in beta, and beta's own HEAD is readable, so 'absent' is a missing object rather than a missing repo.
ISOLATION-C-live-tmux	PASS	it/C/out/live-tmux-after.txt	live tmux session-name list byte-identical (3 sessions, incl. 0 dt-); no dt- session created, killed or attached
ISOLATION-C-claude-count	PASS	it/C/out/claude-count-after.txt	pgrep -x claude: 10 before and after (A6); §C starts none
ISOLATION-C-leave	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-C
ISOLATION-D-enter	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-D
D1	PASS	it/D/out/d1/manifest-after.txt	exit 0 and ZERO delta over 56 paths (sha256 AND mtime) across the store, the pool, the slots, the instants dir and the profile dir; 0 records and 0 lease dirs created. The identical command without --dry-run moves the same manifest by 21 lines, so the manifest is sensitive and the zero is a fact about the dry run
D2	SKIP	it/D/out/d2/no-launch.out	UNRUNNABLE AS SPECIFIED: no verb declares --no-launch (exit 2, the parser names it as undeclared). Without it every real dispatch launches a session and stamps launched_at, so the state D2 describes — child instant + record + LEASE HELD + no session + PENDING-LAUNCH — is unreachable: the only routes to PENDING-LAUNCH are a launch that FAILED (which releases the lease; see D10b) and a claim with no record (which has no instant and no record; see D11). D2b asserts the reachable half
D2b	PASS	it/D/out/d2b/summary.tsv	real dispatch, no flags withheld: child instant exists with a non-empty CHARTER.md, 1 record written, 1 lease HELD by the same todo_id, and the session the product named (dt-d2bWorker) exists on socket itfleet-D and on NO live server. status says RUNNING and NOT PENDING-LAUNCH, because dispatch launched the pane and stamped launched_at — which is exactly why D2 as written needs --no-launch
D3	PASS	it/D/out/d3/sources.json	the registry did not exist before the dispatch; after it, base 00000000 is a watched source in sources.json AND in the consumer's own view (harvest --dry-run prints a source row for it), and dispatch reported watched_source=00000000 itself. The only verbs run against this store are the two in verbs-run.txt — there is no register verb on the surface at all, which is the point: the transaction cannot forget it (harvest.record_dispatch)
D4	PASS	it/D/out/d4/lint-before.out	a record written straight to the store naming base 00000042 produces exactly one unregistered-base violation and exit 1; registering that base (via a real record_dispatch — there is NO register verb, so resume is the only slot-free route) clears the violation and lint exits 0. The population line moves from 1 source to 2, so the clear is a registration and not a narrowed scope
D5	PASS	it/D/out/d5-token/token.out	the rendered CHARTER.md and .fleet/seed.txt of a real dispatch contain zero {{TOKEN}} occurrences; a profile whose seed names {{RUN_ID}} (which the dispatch context does not supply) is REFUSED with exit 2 naming the token and the six values it was given. FD-14's ordering is visible in the aftermath: 0 lease dirs, 0 instants, 0 records — the render is fallible and it runs before the folder exists, so this rollback had nothing to undo
D6	PASS	it/D/out/d6/out.txt	exit 4 with a free slot enrolled (so pool-capacity, which is evaluated last and would answer 3, cannot be the refuser); the diagnostic contains: declares kind='compaction', whose opType(s) are compact. Nothing was claimed and nothing was recorded
D7	PASS	it/D/out/d7/out.txt	exit 4 with a free slot enrolled (so pool-capacity, which is evaluated last and would answer 3, cannot be the refuser); the diagnostic contains: declares kind='worker', whose opType(s) are append. Nothing was claimed and nothing was recorded
D8	PASS	it/D/out/d8/out.txt	exit 2 with a free slot enrolled (so pool-capacity, which is evaluated last and would answer 3, cannot be the refuser); the diagnostic contains: an undeclared kind is an error, not a `worker`. Nothing was claimed and nothing was recorded
D8b	PASS	it/D/out/d8b/out.txt	exit 2 with a free slot enrolled (so pool-capacity, which is evaluated last and would answer 3, cannot be the refuser); the diagnostic contains: declares no kind: there is no profile.json. Nothing was claimed and nothing was recorded
D9	SKIP	it/D/out/d9/inertness.tsv	INJECTION IS INERT, so there is no rollback to judge: with the declared golden at mode 000 the dispatch still exits 0, writes its record and holds its lease. dispatch never reads the golden and never clones it — _do_dispatch's only Workspace call is isolate_build_cache(lease.path), and the package contains no clone at all, so a slot is an EMPTY directory and record.golden is set to the SLOT path rather than to the golden. Reported as a defect; D9b injects the same PermissionError one step downstream, where it does land
D9b	PASS	it/D/out/d9b/rollback.tsv	a REAL PermissionError (slot at mode 000) in the build-cache step — after the claim, after layout.bootstrap, after the charter write, before the record — rolls back exactly as FD-14 specifies: 0 lease dirs left, 0 records left, and the child folder already built is LEFT IN PLACE and NAMED in the rollback sentence, asserted against the path actually on disk. Judged against FD-14 rather than against 'no half-built instant': the folder is the named leftover the decision chose over a delete. And since SI-22 the operator gets the errno text plus a sentence with NO TRACEBACK (asserted), which is what §9's alarm contract asks for; the step is identified by the .m2 path in that text rather than by a stack frame, so renaming an internal function cannot break this case
D10a	PASS	it/D/out/d10a/rollback.tsv	with a FILE at the exact child path, dispatch REFUSES before claiming anything: exit 4 (Refused, registered — not an unhandled traceback), the sentence names the occupied path, 0 lease dirs, 0 records, and the pre-existing file byte-identical. Stronger than the rollback this case originally asserted: SI-20 moved the check ahead of the claim, so there is nothing to undo and no rollback sentence at all. The plan's property (no leaked lease, no half-built instant, no record) is satisfied by not starting rather than by unwinding
D10b	PASS	it/D/out/d10b/damage.tsv	a second dispatch onto an existing child instant left the running worker's charter and record intact (second exit 4)
D11	PASS	it/D/out/d11/per-iteration.tsv	12 of 12 iterations SIGKILLed with the claim already taken and the child folder not yet created — the killer logs the millisecond, ~115ms into a ~200ms transaction. 0 records and 0 instants in every one, so 'no half-built instant, no record' holds exactly where FD-14 orders it to. A lease is left in 12 of them (a killed process runs no rollback; FD-14 promises a NAMED leftover, not none) and in 12 of those the leftover is precisely SI-7's interrupted claim: the mkdir that won the slot, with the lease body still under its staging name. It is labelled before anyone acts (12 of 12, via the leases view's 'interrupted' — board cannot see it, there being no owner to build a subject from) and reap --base cleared every one and said so, 12 as reap-reclaimed and 0 as reaped, naming the dead writer's pid. Recovery was immediate, on the staging pid's liveness, not on the 30s floor
D11b	PASS	it/D/out/d11b/per-iteration.tsv	the harder window: 8 of 8 iterations SIGKILLed INSIDE layout.bootstrap, ~170ms in. 8 left a genuinely half-built instant (the log carries each one's entry count and whether CHARTER.md made it), and 0 left a record — the record is written after the tree, so the two windows leak different things and neither leaks a record. Here the lease body HAD landed, so the leftover is a stale lease rather than SI-7's interrupted claim: reconcile names it as a stale-lease subject on the board (8 of 8) and reap --base gave every one back as 8 reaped row(s), naming the owner. Judged against FD-14, which orders the FALLIBLE steps before the folder and promises a NAMED leftover rather than none: a SIGKILL is not a fallible step and no rollback runs, so the plan's literal 'no half-built instant, no leaked lease' is unachievable in this window and is reported as needing amendment, not as a product defect
ISOLATION-D-live-tmux	PASS	it/D/out/live-tmux-after.txt	live tmux session-name set byte-identical across the section (3 sessions, 0 of them dt-); every session this section created was on socket itfleet-D and is listed in D/out/private-tmux-sessions.txt
ISOLATION-D-claude-count	PASS	it/D/out/claude-pids-after.txt	not one NEW claude pid appeared: 10 live before, 10 after, additions none. Every dispatch launched the stub at bin/claude, which execs sleep, so no pane process is ever named claude (A6)
ISOLATION-D-leave	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-D
ISOLATION-E9leak-enter	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-E9leak
E9-leak-a	PASS	evidence/04-integration/E9leak/out/leases-after-plant.tsv	the leases view reports s2 as INTERRUPTED, not free (it reported 'free' before the fix, while no claimant could take it)
E9-leak-b	PASS	evidence/04-integration/E9leak/out/reap.tsv	reap RECLAIMED the interrupted claim on s2 and named it under its own kind reap-reclaimed (rc=0). Before the fix this exited 0 reporting '0 of them leased; 0 freed, 0 could not be freed'
E9-leak-c	PASS	evidence/04-integration/E9leak/out/claim.txt	after the reap the slot is CLAIMABLE and no interrupted claim remains: free_slots(), lease() and the claim path all agree. Before the fix this raised NoCapacity('already leased by an unnamed claim') for the life of the store
E9-leak-d	PASS	evidence/04-integration/E9leak/out/exhausted.txt	the exhausted-pool refusal now NAMES the interrupted claim ('s3'), says it is a dead writer rather than work in progress, and points at reap -- which E9-leak-b proves actually clears it. Before the fix the same sentence named a remedy that was inert, which is FI-30a's unclearable alarm
ISOLATION-E9leak-leave	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-E9leak
ISOLATION-E-enter	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-E
E1	PASS	it/E/out/E1-per-iteration.tsv	n=20 iterations x 10 concurrent dispatch, 3 slots: every iteration 3x exit 0 / 7x exit 3, 3 distinct slots
E2	PASS	it/E/out/E2-per-iteration.tsv	n=10 x 10 concurrent claims on ONE named slot: 1 winner / 9x exit 3 every time, lease body names the winner
E3	PASS	it/E/out/E3-per-iteration.tsv	n=20 x 5 concurrent dispatch at cap 1: exactly one entered active dev every time, the rest exit 4 naming the cap
E4	PASS	it/E/out/E4-per-iteration.tsv	n=50 iterations, 300 concurrent board reads against a live dispatch: no torn record, no short row, no traceback; all 50 records render with a state
E5	PASS	it/E/out/E5-per-iteration.tsv	n=20 x 2 concurrent declare on one instant: file always valid JSON, last writer wins, every echo-back is a value a consumer could read
E6	PASS	it/E/out/E6-per-iteration.tsv	n=5 x 2 concurrent harvest of DIFFERENT workers: both transactions completed (2 harvested rows), both slots free, both records stamped and readable, no violation other than the synthetic base's absent register
E7	PASS	it/E/out/E7-per-iteration.tsv	n=20 x 2 concurrent record_dispatch for DIFFERENT bases: both bases in sources.json every time
E8	PASS	it/E/out/E8-per-iteration.tsv	n=10 x 2 concurrent reap over 4 stale leases: every slot freed exactly once, never double-reported, no exception escaped
E9	PASS	it/E/out/E9-per-iteration.tsv	n=20 SIGKILLs of a random one of 3 concurrent dispatchers at a random point: 7 of 20 iteration(s) ACTUALLY produced an orphaned lease and reap recovered every one of them by name. The exercised count is stated because a run that produced none proves nothing (SI-8)
ISOLATION-E-live-tmux	PASS	it/E/out/live-tmux-after.txt	live tmux server session list byte-identical; no dt- session created or killed
ISOLATION-E-claude-count	PASS		pgrep -x claude: 10 before and after (A6)
ISOLATION-E-leave	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-E
ISOLATION-K-enter	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-K
K1	PASS	it/K/out/kA/k1-dispatch.out	born 00000000-07310011-inflight-compact-foldTheStack
K2	PASS	it/K/out/kA/k2-lint.out	COMPACTED.md reported 'info', exit 0, 0 violations
K3a	PASS	it/K/out/kA/k3-dispatch.out	dispatch exit 4 naming 00000000-07310011-inflight-compact-foldTheStack
K3b	PASS	it/K/out/kA/k3-resume.out	resume exit 0 under the freeze (FD-9: refusing a resume is its own outage)
K4	PASS	it/K/out/kA/k4.out	names 00000000-07310011-inflight-compact-foldTheStack, exit 1, zero delta over store+pool+slots+instants (content+mtime)
K5	PASS	it/K/out/kA/k5-dryrun.out	declared awaiting-ci: wip-cap says ROOM (allow: 0 of 1 active-dev slot(s) in use. examined 1 subject(s) of 00000000; 0 counted, 1 excluded (00000000-07310011-inflight-compact-foldTheStack (AWAITING-CI))), compaction-exclusive still REFUSES, real dispatch exit 4
K7	PASS	it/K/out/kA/k7-lint-after.out	-complete-compact- without COMPACTED.md: 1 violation(s), exit 1; after writing it: clean exit 0; the freeze LIFTED (dispatch exit 0)
K6	SKIP	it/K/out/K6-why-not-runnable.txt	no verb produces COMPACTED.md and no rule checks its CONTENT (layout.validate is presence-only), so no assertion here can fail if the four-part contract is violated
K8	PASS	it/K/out/kB/lint.out	-abort-compact-: lint clean with NO COMPACTED.md row at all (optional, not even info); freeze lifted (dispatch exit 0). direct abort with the pane still live: exit 0
K9	PASS	it/K/out/kC/dispatch.out	exit 4 naming the profile, BEFORE any side effect: 0 leases, 0 records, 0 instants, zero delta (content+mtime)
K10	PASS	it/K/out/K10-per-iteration.tsv	n=20 x 2 concurrent compaction dispatches: exactly one compaction existed every time, the second refused by the first
ISOLATION-K-live-tmux	PASS	it/K/out/live-tmux-after.txt	live tmux server session list byte-identical; no dt- session created or killed
ISOLATION-K-claude-count	PASS		pgrep -x claude: 10 before and after (A6)
ISOLATION-K-leave	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-K
ISOLATION-L-enter	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-L
L1	PASS	it/L/L1.out	OK L1: prime reported the count (3) as a number and reported no issue ids; the next tick is 0 new
L2	PASS	it/L/L2.out	OK L2: new=['RI-40', 'RI-41'] (expected ['RI-40', 'RI-41'])
L3	PASS	it/L/L3.out	OK L3: new=['RI-50'] (expected ['RI-50'])
L4	PASS	it/L/L4.out	OK L4: new=none (expected zero new)
L5	PASS	it/L/L5.out	OK L5: (a) ids_found=3 incl RI-9a from ### headings · (b) non-empty/zero-ids raises VacuousExtraction and reports exit 1 · (c) empty register is clean with an empty-register info row
L6	PASS	it/L/L6.out	OK L6: both silent sources are rows that say 'produced nothing'; the population row counts 2
L7	PASS	it/L/L7-per-verb.txt	every verb printed a stale-cadence line to stderr naming the stale source; every porcelain stdout parsed at its declared column count; verbs=30, failures=0, cadence-on-stdout=0, empty-stdout=0
L8	PASS	it/L/L8-first.tsv	first run: exit 1 with a no-prior-state violation; second run: exit 0, clean
L9	PASS	it/L/L9.out	OK L9: the shared advice is flagged at count 2 with one verifiable citation per instance (the id prefix RI-5 vs OI-9 and the bullet/heading markers are normalised away)
ISOLATION-L-leave	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-L
ISOLATION-M-enter	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-M
M1	PASS	it/M/M1-per-verb.txt	all 30 verbs ran and every exit code came from the registry (the plan says 20; FD-12 added seven, so the population is 30)
M2	PASS	it/M/M2.stderr	no-args usage lists all 30 verbs (exit 2, on stderr — stdout stays data)
M6	PASS	it/M/M6.stderr	unknown verb ⇒ exit 2 and the whole map (30 verbs) is printed
M3	PASS	it/M/M3.out	OK M3: every declared flag of all 30 verbs appears in its own usage, with its value form and required marker
M4	PASS	it/M/M4-per-verb.txt	an undeclared flag ⇒ exit 2 naming the token, for all 30 verbs
M5	PASS	it/M/M5-per-flag.txt	every value-taking flag of every verb (121 flag/verb pairs × 2 shapes) exited 2 with the 'needs a value' diagnostic inside timeout 5; NO flag hung (81 switch flags also checked for hang-freedom; selftest--porcelain exceeded 5s)
M7	PASS	it/M/M7.out	OK M7: board/leases/roadmap/status parse at their declared column counts with stderr discarded, and each view's human form reports the same (identity, state) set as its porcelain form
M8-base-check	PASS		zero delta (content+mtime)
M8-board	PASS		zero delta (content+mtime)
M8-brief	PASS		zero delta (content+mtime)
M8-compaction-status	PASS		zero delta (content+mtime)
M8-leases	PASS		zero delta (content+mtime)
M8-lint	PASS		zero delta (content+mtime)
M8-pane-guard	PASS		zero delta (content+mtime)
M8-reconcile	PASS		zero delta (content+mtime)
M8-roadmap	PASS		zero delta (content+mtime)
M8-selftest	PASS		zero delta (content+mtime)
M8-status	PASS		zero delta (content+mtime)
M8-verify	PASS		zero delta (content+mtime)
M8	PASS	it/RESULTS-move-group5.tsv	each of the 12 read-only verbs left a zero delta over FLEET_HOME+slots, asserted per verb (content AND mtime)
M9	PASS	it/M/M9.out	OK M9: across all 18 modules — no push/merge/publish/rm-rf shape anywhere; the only spawn sites are the 3 probe/runner factories (9 call sites), none reachable from a handler; every delete is one of 8 accounted-for sites, and each target is DERIVED (by following the assignments, not by matching a 
M10	PASS	it/M/M10-verdicts.txt	real panes: clean=0 queued=10 esc-to-interrupt=11 non-claude-shell=12 nonexistent=13
M11	PASS	it/M/M11-caret-line.hex	the pane really renders e2 9d af c2 a0 (❯ + U+00A0) and pane-guard returns 10, quoting 'draft message'; hexdump in M11-caret-line.hex / M11-pane-tail.hex
M11b	PASS	it/M/M11b-pane.txt	queued text is still seen with 31 blank line(s) of pane padding below the box
M12	PASS	it/M/M12.stdout	1 recipe executed in the sandbox; 2 refused BEFORE execution (a redirect outside the sandbox and a delete) and each is also reported never-executed; the outside path was never created; exit 1
M13	PASS	it/M/M13-inside.tsv	dirt outside the covered paths ⇒ exit 0 WITH a tree stamp; dirt inside tests/ ⇒ exit 1 with a dirty-inside-coverage violation, and the stamp is printed in BOTH runs
M14	PASS	it/M/M14-per-verb.txt	--help exits 0 for all 30 verbs and prints no source code
ISOLATION-M-leave	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-M
ISOLATION-N-enter	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-N
N1	PASS	it/N/N1.stdout	real session itfleet-N-w1 is live: status state=RUNNING, evidence.liveness=session, SessionLayer.alive=True
N2	PASS	it/N/N2.out	OK N2: the captured text round-trips — probe == tmux, busy=False, unsubmitted=None, and pane-guard agrees (rc=12: a bash pane carries no claude marker)
N3	PASS	it/N/N3-caret-line.hex	typed-not-submitted in a REAL bash pane rendering ❯+U+00A0 (e2 9d af c2 a0): pane-guard=10 and status reports 'draft message' verbatim (state=BLOCKED)
N4	PASS	it/N/N4-pane.txt	after submitting, pane-guard=0 (no longer queued-text) and status state=RUNNING
N4b	PASS	it/N/N4b-pane.txt	the same pane clears (pane-guard=0) once the submitted line is more than PROMPT_TAIL_LINES=8 rows above the box — which locates N4's failure exactly
N5	PASS	it/N/N5-close.stderr	esc-to-interrupt in a real pane ⇒ pane-guard=11; close refused with exit 4 naming its override, and the session is still alive
N6	PASS	it/N/N6-status.stdout	an external kill-session ⇒ status DEAD on the next poll; reap --base 00000000 (exit 0) took ns1 from held to free; a reap from a foreign base refused first (exit 4) and named the owner (2 hit)
N7	PASS	it/N/N7.out	OK N7: the prefix name is not alive and does not capture the longer session's pane
N8	PASS	it/N/N8-pane.txt	100 history lines in scrollback and the old ❯+U+00A0 prompt IS in the captured screen (1 hit), yet the empty box now ⇒ pane-guard=0, no queued text
N9	PASS	it/N/N9-sessions-after.txt	close ended only the session its record names (itfleet-N-own gone); the bystander and the history session are untouched, close never names them; on the LIVE server (N9-live-sessions-after.txt) 0 dt- session(s) are still present — REPORTED, not asserted: the binding live-server check is ISOLATION-N-leave
ISOLATION-N-leave	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-N
SOURCE-STABLE	PASS	it/SOURCE-PIN-group5-after.txt	src/fleet/*.py byte-identical for the whole run
CLAUDE-COUNT	PASS		no claude process appeared (pids before: 9, after: 9). §L/§M/§N launch no claude: no verb here reaches sessions.start.
ISOLATION-RMW-enter	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-RMW
RMW-review	PASS	evidence/04-integration/RMW/out/review-per-iteration.tsv	n=10 x 6 concurrent review rounds on one instant: every round survived in all 10 exercised iteration(s) (0 lost of 60 ). review._save's read-modify-write did NOT lose a write under this load
RMW-roadmap	PASS	evidence/04-integration/RMW/out/roadmap-per-iteration.tsv	n=10 x 6 concurrent Roadmap.add calls on one instant: every milestone survived in all 10 exercised iteration(s) (0 lost of 60 ). roadmap._save's read-modify-write did NOT lose a write under this load
ISOLATION-RMW-leave	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-RMW
ISOLATION-W1-enter	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-W1
