case	verdict	evidence	note
A2	PASS	it/A/out/A2-negative-control.tsv	the live-store snapshot exists and covers both stores, every runner re-diffs it, and the comparison FAILS when perturbed (A2a+A2b+A2c). §A adds no second implementation of the check
A3	PASS	it/A/out/A3-cwd-elsewhere.stdout	import fleet succeeds from a second checkout of 30 modules at a different path, with cwd elsewhere and __pycache__ stripped; fleet.__file__ resolves INTO the second checkout
A3b	PASS	it/A/out/A3b.out	a real verb ran from the second checkout and all 30 loaded fleet.* modules resolved INSIDE it — no module leaked from the primary tree
A4a	PASS	it/A/out/A4a.out	AST scan of all 30 of 30 src/fleet/*.py modules (function-local imports included): every import root is stdlib or fleet. Roots seen: ['<relative>', '__future__', 'calendar', 'contextlib', 'dataclasses', 'datetime', 'fcntl', 'fleet', 'hashlib', 'json', 'os', 'pathlib', 'random', 're', 'shlex', 'shutil', 'socket', 'stat', 'subprocess', 'sys', 'tarfile', 'tempfile', 'time', 'typing', 'uuid']
A4b	PASS	it/A/out/A4b-dynamic-import-sites.txt	no importlib / __import__ / pkgutil / pkg_resources / eval / exec anywhere in src/fleet — so the A4a AST scan sees the WHOLE import surface and is not defeated by a name computed at runtime
A4c	PASS	it/A/out/A4c.out	real run with the import surface restricted: python3 -S leaves 0 site/dist-packages entries on sys.path, all 30 fleet modules imported and 16 REAL verbs run (subprocess, /proc and git paths included) under a meta_path hook that refuses any non-stdlib import requested from a fleet frame — 0 refusals. The stdlib's own Jython probe (top-level 'org', from copy.py) is attributed elsewhere and allowed, which is exactly why the hook attributes by calling frame and not by module name
A4	PASS	it/A/out/A4c.out	no import outside the stdlib: static (A4a, all 30 modules incl. function-local imports), no dynamic escape hatch (A4b), and a real -S run with a frame-attributed deny hook (A4c)
A5a	PASS	it/A/out/A5-matrix.txt	the matrix covers all 46 verbs read off cli.VERBS — the plan says 20, FD-12 added seven, and the count is derived rather than typed so a 28th verb fails this case
A5b	PASS	it/A/out/A5-matrix.txt	every one of 83 real invocations returned a code inside registered_codes(verb) — the 5 base codes for 26 verbs and FD-10's 0/10/11/12/13 for pane-guard
A5c	PASS	it/A/out/A5-matrix.txt	every driven cell returned the code its state calls for: 83 invocations, 0 mismatches. Cells whose code is state-dependent (selftest, the two harvest ticks) carry no want and are reported in A5e instead of asserted here
A5d	PASS	it/A/out/A5-code-producers.txt	all five registry codes were really produced: 0 ok (init/enroll/leases/...), 1 attention (lint on a forbidden STATE.md, review NOT-READY, complete on an unpassed gate), 2 bad-input (an undeclared flag, all 46 verbs), 3 no-capacity (dispatch --dry-run, 0 enrolled slots, guard named=yes), 4 refused (unenroll of a leased slot, message names the lease=yes; and dispatch --cap 0, wip-cap named=yes). Codes observed: 0 1 2 3 4 12 13 
A5e	SKIP	it/A/out/A5-matrix.txt	NOT DRIVEN, stated rather than passed vacuously: (1) dispatch's ok/no-capacity/refused are driven through --dry-run only, because a real dispatch HARDCODES a dt-{name} tmux session (cli._do_dispatch) and the isolation contract forbids §A creating one — there is no --no-launch flag; (2) pane-guard's 0/10/11 need a pane rendering claude's input box, which §M10 already drives against real panes; (3) selftest returned 1 and is the one cell carrying no want: its code is a property of the working TREE (M13 shows dirt inside src/ or tests/ makes it 1) and other agents are editing that tree, so it is asserted for registry membership (A5b) alone. harvest's pair IS asserted (1 then 0) once given a home of its own — in the shared home the second tick cannot reach 0, which is A5f; (4) no-capacity and refused are reachable for dispatch and unenroll only — the other 25 verbs have no admission rule to refuse them, so 'drive EVERY verb into all five' is not a property this domain has
A5f	PASS	it/A/out/A5f-summary.txt	harvest's attention code is clearable: tick1=1 (no prior state), tick2=0, and a resume from the default base leaves tick3=0 tick4=0 — the register stays readable
A5	PASS	it/A/out/A5-matrix.txt	all 46 verbs driven through 83 REAL invocations (no --dry-run except dispatch, and that is stated in A5e): every code came from the registry and every intended state produced its own code; all five base codes really occurred
A8a	PASS	it/A/out/A8-audit.txt	audited 26 harness files (lib.sh + every run-*.sh, this runner included, comments and string literals discounted): 0 git push / git merge / gh pr merge / rm -rf-on-home in an EXECUTED position; all 16 tmux kill-server/kill-session sites name a private server (tmux -L, or it_tmux which refuses when no section is entered), so none can reach the live tmux server
A8b	PASS	it/A/out/A8-audit.txt	64 rm -rf site(s) across the harness and every one takes a $VARIABLE target ($EV / $FLEET_HOME / $SLOTS / $G3_SOCK / $A_EVDIR), so none is a literal path and none can widen past the section tree. The delete recipes that appear as text — the one run-group5.sh writes into a RUNBOOK.md for M12 to REFUSE, and the shapes M9 searches handlers for — are string literals and are correctly not counted as commands
A8c	SKIP	it/A/out/A8-audit.txt	75 write site(s) land OUTSIDE <section>/ — the clause as written does not hold, and every one is deliberate: 62 site(s) write the register ($RESULTS) and the live-session baseline ($IT_ROOT/live-tmux-sessions.txt, $IT_ROOT/dt-sessions-seen-<S>.txt) at fleet/it level, which is right for state SHARED across sections but is outside <section>/; 13 site(s) touch $TMPDIR — chiefly it_own_cases staging the register through mktemp, the only write that leaves the instant at all, transient and never cited as evidence. What P-3 actually protects (no evidence path outside the instant) HOLDS. SKIP not FAIL: the clause is stricter than the design (SI-18), the register and the baseline are shared-across-sections BY DESIGN, and what P-3 protects — no evidence path outside the instant — holds and is enforced per-commit by lint-evidence-paths.sh
A8	PASS	it/A/out/A8-audit.txt	the harness contains no push, no merge and no rm -rf on the home directory (A8a+A8b), audited over 26 files including run-A.sh itself. A8c is SKIPPED, not proven: its clause ('no write outside <section>/') is stricter than the design, because the register and the live-session baseline are shared ACROSS sections by construction — see A8c's own row for the enumeration and SI-18 for the adjudication. What P-3 protects is asserted elsewhere and enforced per-commit
A6	PASS	it/A/out/claude-pids-after.txt	no claude was launched by this section (4 live before, 4 after). Compared as an attributed SET, not a count: the detector is live (it matched 4 processes before), so this is a measurement and not an empty world. §A starts and kills no claude; the only long-lived process it created is a tmux 'sleep 900' pane on the private server
A7	PASS	it/A/out/A7-dt-after.txt	no dt- session was created or killed: the live server's dt- set is identical before and after by NAME AND session_created (0 session(s)), and §A's own private server (socket itfleet-A) carries 0 dt- sessions — the only session §A created is itfleet-A-a5shell. §A runs no real dispatch, only dispatch --dry-run, which claims/creates/starts nothing
A7b	SKIP	it/A/out/A7-product-dt-sites.txt	the 'never WRITTEN TO' half cannot be asserted this run: there is no dt- session on the live server at all, so a check for 'not written to' would pass against an empty world — the distinction run-w1.sh's W1-4 skips for the same reason. What IS asserted: cli._do_dispatch hardcodes tmux=f'dt-{name.name}' at 10 site(s) in src/fleet (A7-product-dt-sites.txt) and routes every tmux call through FLEET_TMUX_SOCKET (4 reference(s) in session.py), which it_section exports as itfleet-A — so a real dispatch's dt- session lands on a private server. REPORTED as a product finding: there is no flag on any verb to choose the session name at dispatch (only resume has --tmux), so Plan 6's 'no session matching ^dt- is created' cannot be honoured from outside
ISOLATION-A-leave	PASS		live stores byte-identical; live instants trees unchanged in 1 live tree(s); live tmux session set byte-identical (0 sessions, incl. 0 dt-); section work is on socket itfleet-A
ISOLATION-L-enter	PASS		live-INSTANTS baseline ESTABLISHED on this call (1 folder(s) across 1 live tree(s)), so the instants half is vacuous here and binds from the next call on. live stores byte-identical; live instants trees unchanged in 1 live tree(s); live tmux session set byte-identical (0 sessions, incl. 0 dt-); section work is on socket itfleet-L
L1	PASS	it/L/L1.out	OK L1: prime reported the count (3) as a number and reported no issue ids; the next tick is 0 new
L2	PASS	it/L/L2.out	OK L2: new=['RI-40', 'RI-41'] (expected ['RI-40', 'RI-41'])
L3	PASS	it/L/L3.out	OK L3: new=['RI-50'] (expected ['RI-50'])
L4	PASS	it/L/L4.out	OK L4: new=none (expected zero new)
L5	PASS	it/L/L5.out	OK L5: (a) ids_found=3 incl RI-9a from ### headings · (b) non-empty/zero-ids raises VacuousExtraction and reports exit 1 · (c) empty register is clean with an empty-register info row
L6	PASS	it/L/L6.out	OK L6: both silent sources are rows that say 'produced nothing'; the population row counts 2
L7	PASS	it/L/L7-per-verb.txt	every one of the 46 INVOKED verbs printed a stale-cadence line to stderr naming the stale source; every porcelain stdout parsed at its declared column count; verbs=46, failures=0, cadence-on-stdout=0, empty-stdout=11, unmapped=0
L7-coverage	PASS	it/L/L7-per-verb.txt	every verb in cli.VERBS has an argv recipe in verb_args, so L7's verdict covers the whole verb set and not a subset of it
L8	PASS	it/L/L8-first.tsv	first run: exit 1 with a no-prior-state violation; second run: exit 0, clean
L9	PASS	it/L/L9.out	OK L9: the shared advice is flagged at count 2 with one verifiable citation per instance (the id prefix RI-5 vs OI-9 and the bullet/heading markers are normalised away)
ISOLATION-L-leave	PASS		live stores byte-identical; live instants trees unchanged in 1 live tree(s); live tmux session set byte-identical (0 sessions, incl. 0 dt-); section work is on socket itfleet-L
ISOLATION-M-enter	PASS		live-INSTANTS baseline ESTABLISHED on this call (1 folder(s) across 1 live tree(s)), so the instants half is vacuous here and binds from the next call on. live stores byte-identical; live instants trees unchanged in 1 live tree(s); live tmux session set byte-identical (0 sessions, incl. 0 dt-); section work is on socket itfleet-M
M1	PASS	it/M/M1-per-verb.txt	all 46 verbs ran and every exit code came from the registry (the plan says 20; FD-12 added seven, so the population is 46)
M2	PASS	it/M/M2.stderr	no-args usage lists all 46 verbs (exit 2, on stderr — stdout stays data)
M6	PASS	it/M/M6.stderr	unknown verb ⇒ exit 2 and the whole map (46 verbs) is printed
M3	PASS	it/M/M3.out	OK M3: every declared flag of all 46 verbs appears in its own usage, with its value form and required marker
M4	PASS	it/M/M4-per-verb.txt	an undeclared flag ⇒ exit 2 naming the token, for all 46 verbs
M5	PASS	it/M/M5-per-flag.txt	every value-taking flag of every INVOKED verb (239 flag/verb pairs × 2 shapes) exited 2 with the 'needs a value' diagnostic inside timeout 5; NO flag hung (130 switch flags also checked for hang-freedom; selftest--porcelain exceeded 5s); 0 flag/verb pair(s) skipped for want of a recipe — see M5-coverage
M5-coverage	PASS	it/M/M5-per-flag.txt	every verb in cli.VERBS has an argv recipe in m_args, so M5's verdict covers every flag of every verb
M7	PASS	it/M/M7.out	OK M7: board/leases/roadmap/status parse at their declared column counts with stderr discarded, and each view's human form reports the same (identity, state) set as its porcelain form
M8-base-check	PASS		zero delta (content+mtime)
M8-board	PASS		zero delta (content+mtime)
M8-brief	PASS		zero delta (content+mtime)
M8-compaction-status	PASS		zero delta (content+mtime)
M8-leases	PASS		zero delta (content+mtime)
M8-lint	PASS		zero delta (content+mtime)
M8-pane-guard	PASS		zero delta (content+mtime)
M8-peers	PASS		zero delta (content+mtime)
M8-reconcile	PASS		zero delta (content+mtime)
M8-release-history	PASS		zero delta (content+mtime)
M8-release-list	PASS		zero delta (content+mtime)
M8-release-status	PASS		zero delta (content+mtime)
M8-roadmap	PASS		zero delta (content+mtime)
M8-seed-check	PASS		zero delta (content+mtime)
M8-selftest	PASS		zero delta (content+mtime)
M8-status	PASS		zero delta (content+mtime)
M8-verify	PASS		zero delta (content+mtime)
M8	PASS	/tmp/claude-1000/-home-ubuntu-davis-root-superpowers/53ee129f-4b4a-4005-bdb6-dfab263001b1/scratchpad/RESULTS-round1.tsv	each of the 17 read-only verbs left a zero delta over FLEET_HOME+slots, asserted per verb (content AND mtime)
M9	PASS	it/M/M9.out	OK M9: across all 30 modules — no push/merge/publish/rm-rf shape anywhere; the only spawn sites are the 3 probe/runner factories (15 call sites), none reachable from a handler; every delete is one of 10 accounted-for sites, and each target is DERIVED (by following the assignments, not by matching 
M10	PASS	it/M/M10-verdicts.txt	real panes: clean=0 queued=10 esc-to-interrupt=11 non-claude-shell=12 nonexistent=13
M11	PASS	it/M/M11-caret-line.hex	the pane really renders e2 9d af c2 a0 (❯ + U+00A0) and pane-guard returns 10, quoting 'draft message'; hexdump in M11-caret-line.hex / M11-pane-tail.hex
M11b	PASS	it/M/M11b-pane.txt	queued text is still seen with 31 blank line(s) of pane padding below the box
M12	PASS	it/M/M12.stdout	1 recipe executed in the sandbox; 2 refused BEFORE execution (a redirect outside the sandbox and a delete) and each is also reported never-executed; the outside path was never created; exit 1
M13	FAIL	it/M/M13-inside.tsv	outside: rc=1 (want 0) stamp_rows=1 inside_rows=0 suite=violation; inside: rc=1 stamp_rows=1 inside_rows=1
M14	PASS	it/M/M14-per-verb.txt	--help exits 0 for all 46 verbs and prints no source code
ISOLATION-M-leave	PASS		live stores byte-identical; live instants trees unchanged in 1 live tree(s); live tmux session set byte-identical (0 sessions, incl. 0 dt-); section work is on socket itfleet-M
ISOLATION-N-enter	PASS		live-INSTANTS baseline ESTABLISHED on this call (1 folder(s) across 1 live tree(s)), so the instants half is vacuous here and binds from the next call on. live stores byte-identical; live instants trees unchanged in 1 live tree(s); live tmux session set byte-identical (0 sessions, incl. 0 dt-); section work is on socket itfleet-N
N1	PASS	it/N/N1.stdout	real session itfleet-N-w1 is live: status state=RUNNING, evidence.liveness=session, SessionLayer.alive=True
N2	PASS	it/N/N2.out	OK N2: the captured text round-trips — probe == tmux, busy=False, unsubmitted=None, and pane-guard agrees (rc=12: a bash pane carries no claude marker)
N3	PASS	it/N/N3-caret-line.hex	typed-not-submitted in a REAL bash pane rendering ❯+U+00A0 (e2 9d af c2 a0): pane-guard=10 and status reports 'draft message' verbatim (state=BLOCKED)
N4	PASS	it/N/N4-pane.txt	after submitting, pane-guard=0 (no longer queued-text) and status state=RUNNING
N4b	PASS	it/N/N4b-pane.txt	the same pane clears (pane-guard=0) once the submitted line is more than PROMPT_TAIL_LINES=8 rows above the box — which locates N4's failure exactly
N5	PASS	it/N/N5-close.stderr	esc-to-interrupt in a real pane ⇒ pane-guard=11; close refused with exit 4 naming its override, and the session is still alive
N6	PASS	it/N/N6-status.stdout	an external kill-session ⇒ status DEAD on the next poll; reap --base 00000000 (exit 0) took ns1 from held to free; a reap from a foreign base refused first (exit 4) and named the owner (2 hit)
N7	PASS	it/N/N7.out	OK N7: the prefix name is not alive and does not capture the longer session's pane
N8	PASS	it/N/N8-pane.txt	100 history lines in scrollback and the old ❯+U+00A0 prompt IS in the captured screen (1 hit), yet the empty box now ⇒ pane-guard=0, no queued text
N9	PASS	it/N/N9-sessions-after.txt	close ended only the session its record names (itfleet-N-own gone); the bystander and the history session are untouched, close never names them; on the LIVE server (N9-live-sessions-after.txt) 0 dt- session(s) are still present — REPORTED, not asserted: the binding live-server check is ISOLATION-N-leave
ISOLATION-N-leave	PASS		live stores byte-identical; live instants trees unchanged in 1 live tree(s); live tmux session set byte-identical (0 sessions, incl. 0 dt-); section work is on socket itfleet-N
SOURCE-STABLE	PASS	it/SOURCE-PIN-group5-after.txt	src/fleet/*.py byte-identical for the whole run
CLAUDE-COUNT	PASS		no claude appeared from this section. 3 claude process(es) DID start during the run with a cwd OUTSIDE this instant — 188608(~/davis_root/ws3) 190795(~/davis_root/ws1) 193462(~/davis_root/ws2)— which a section cannot cause: dispatch starts a worker in the slot it leased, so a cwd elsewhere is somebody else's session. Reported, not charged to this section. §L/§M/§N launch no claude: no verb here reaches sessions.start.
