case	verdict	evidence	note
F10-board	PASS		zero delta (content+mtime)
F10-leases	PASS		zero delta (content+mtime)
F10-status	PASS		zero delta (content+mtime)
F10-lint	PASS		zero delta (content+mtime)
F10-roadmap	PASS		zero delta (content+mtime)
F10-brief	PASS		zero delta (content+mtime)
F10-dispatch-dryrun	PASS		zero delta (content+mtime)
F10	PASS	fleet/it/F/out	eight evaluate-only paths each left FLEET_HOME and the slots byte- and mtime-identical, asserted PER VERB and not once for the set — including `dispatch --dry-run`, which evaluates every gate and is the one that most needs to write nothing. A guard you cannot interrogate non-destructively gets interrogated destructively, and that has happened here twice
ISOLATION-F-leave	PASS		live stores byte-identical; live instants trees unchanged in 1 live tree(s); live tmux session set byte-identical (0 sessions, incl. 0 dt-); section work is on socket itfleet-F
ISOLATION-G-enter	PASS		live-INSTANTS baseline ESTABLISHED on this call (1 folder(s) across 1 live tree(s)), so the instants half is vacuous here and binds from the next call on. live stores byte-identical; live instants trees unchanged in 1 live tree(s); live tmux session set byte-identical (0 sessions, incl. 0 dt-); section work is on socket itfleet-G
G1	PASS	fleet/it/G/out/G1-consumers.tsv	`declare` was handed the ugly argument '  AWAITING-CI  ' and printed 'awaiting-ci', which is NOT an echo: the same call's own `asked` row reads 'AWAITING-CI' beside it. And that one token is what three FRESH consumers in three separate processes read back — `brief`'s phase row, `lint`'s population row, and `status`'s evidence.declared_phase, which is the reconcile JOIN and therefore the field the WIP cap counts. It also equals reconcile.PHASE_AWAITING_CI read out of the product, so the token acknowledged is the token consumed. The ugly argument is the whole point: with a pre-normalised one an echo and a re-read are the same string, and an echoing verb would pass this case while reproducing RCF-9 — handing the declarer back its own belief. One measured aside, not a finding: the `asked` row is whitespace-collapsed on the way out by _oneline (one record, one line, NFR2-7), so the argument's spaces are not visible there and the CASE difference is what makes the two rows distinguishable
G2	PASS	fleet/it/G/out/G2-consumers.tsv	seven declaration-shaped lines in four shapes (plain · bold ×3 · indented · trailing prose ×2) hand-written into HANDOFF.md with no declaration: all three consumers still report NO phase — `brief` says (none declared), `lint`'s population says None, the reconcile join's evidence.declared_phase is empty — and `.fleet/` is unchanged in content AND mtime (so not even a transient write), as is the record store. NOT VACUOUS: a twin instant carries the BYTE-IDENTICAL prose block (sha12 e3eb3550c11f, both files compared) with a real declaration behind it and every consumer reads awaiting-ci there. Prose held constant, declaration varied, and the read follows the declaration — a consumer that always answered '(none declared)' would fail the twin
G3	PASS	fleet/it/G/out/G3-shapes.tsv	all four shapes are named by line number as near-miss-declaration findings (lint rc=1, 7 rows), the identical lines with a real declaration behind them are NOT findings (0 rows — a rule, not a grep), and appending the identical block to DECISIONS.md (outside NEAR_MISS_FILES=HANDOFF.md, read from the product) moves the count not at all. This is the case that makes G2 and G4 non-vacuous: a lint that flagged nothing would pass both of those trivially and fails here
G4	PASS	fleet/it/G/out/G4-discrimination.tsv	a correct retraction in prose with no live declaration is NOT flagged: on its own, both renderings (bare and backticked) give 0 findings and lint exits 0 — clean. NOT VACUOUS, and not by appeal to another case: one plain near-miss line was appended to the SAME HANDOFF.md and ONE lint call then flags line 11 and neither retraction (lines 9, 10), 1 row(s) total. So the rule discriminates within a single measurement. This is the fixture Plan 6 names as the one that would have made a naive lint fire on 5 of 5 live instants: every register that DISCUSSES RCF-9 quotes the line, and a permanently-red lint trains everyone to ignore red
G5	PASS	fleet/it/G/out/G5-roundtrip.tsv	the full round trip through a FRESH consumer at every step: two `<none> — nothing has arisen` lines in HANDOFF.md leave `brief` at parked=(not parked) with `.fleet/` unchanged in content and mtime; `park` then makes the same consumer report the question verbatim; `unpark` names what it cleared and the consumer returns to (not parked). NOT VACUOUS: the same consumer that reports 'no park' for the prose reports the real park two steps later, so a consumer that never reported one would fail here. And `park --question ""` exits 2 with the STANDING PARK INTACT — the same store, the same file, the empty argument refused and nothing overwritten, which is exactly what G6 asks of `declare`
G6	PASS	fleet/it/G/out/G6-empty-phase.tsv	`declare --phase ""` exits 2 and the declaration is untouched: declare.json sha12 5051f3e1b6e4 before and after, and `brief` still reads 'phase=awaiting-ci, parked=(not parked)'. An empty argument is refused rather than applied, so the phase cannot be cleared by a verb whose job is to set one
G7	PASS	fleet/it/G/out/G7-rename.tsv	a phase AND a parked question survive the rename that IS the completion signal: `.fleet/declare.json` moved with the folder (present at the new path, the old path gone), and both readings still say 'phase=awaiting-ci, parked=is the base position right for this milestone?' — through the STALE argument path (`brief`, which resolves via identity.resolve) and through the RECORD, whose child_instant predates the rename (`status`, via _child_of), where the join also reports folder_state=complete. NOT VACUOUS: the control renames the NAME field as well as the state, and the stale path is then REFUSED with exit 2 — resolution matches the full stable key with only `state` varying, so it cannot have passed by finding the nearest sibling (OBS-14: two instants dispatched in the same minute share base-curr)
ISOLATION-G-leave	PASS		live stores byte-identical; live instants trees unchanged in 1 live tree(s); live tmux session set byte-identical (0 sessions, incl. 0 dt-); section work is on socket itfleet-G
ISOLATION-H-enter	PASS		live-INSTANTS baseline ESTABLISHED on this call (1 folder(s) across 1 live tree(s)), so the instants half is vacuous here and binds from the next call on. live stores byte-identical; live instants trees unchanged in 1 live tree(s); live tmux session set byte-identical (0 sessions, incl. 0 dt-); section work is on socket itfleet-H
H1	PASS	fleet/it/H/out/H1-ready.txt	three milestones in a chain m1(done)<-m2<-m3: ready is exactly ['m2'] — the one whose dep has LANDED, not merely exists — and m3's row NAMES m2 as its blocker. A chain rather than a pair on purpose: with two milestones 'names its blocker' can pass by naming the only candidate
H2	PASS	fleet/it/H/out/H2-attribution.txt	a WORKER proposed into the coordinator's roadmap: roadmap.json byte-identical AND mtime-identical (propose must not even rewrite identical bytes), the proposal is listed as pending, and it is attributed to the WORKER's instant rather than to the roadmap's own — so the coordinator's inbox can say who asked
H3	PASS	fleet/it/H/out/H3-after.txt	apply moved m2 to done, carried the proposal's evidence onto the milestone, CONSUMED the proposal (pending is now empty, so replaying the inbox cannot apply it twice), and readiness recomputed — m3 is now ready because its dep has LANDED. Four consequences of one call, asserted together
H4	PASS	fleet/it/H/out/H4-lib.out	empty evidence is refused with exit 2 at BOTH doors: through the CLI (rc=2) and at the library for all three shapes of empty — [] , [""] and whitespace-only. A proposal with no evidence is a claim, and the producer refuses it
H9	PASS	fleet/it/H/out/H9-carry.out	SD-5's replacement for reassignment is a MECHANISM, not prose: the whole carry-across runs on `fleet` alone — the coordinator raises the carried item with `fleet milestone` (which did not exist until SI-26; §H seeded via python and so proved nothing about the coordinator's surface), its blocker is named while the dep is unlanded, a worker lands the dep through propose/apply, and the item becomes ready by DERIVATION with nobody setting a flag
H10	PASS	fleet/it/H/out/h10/join.txt	the milestone<->instant join holds from all three sides that must agree — the RECORD names j1, the CHILD's origin.json names both this coordinator and j1, and the MILESTONE names the child as owner while its STATUS stays 'blocked' (only `apply` may move a status). A second dispatch onto j1 is refused as already claimed. And the worker's `propose` with NO --to reached the COORDINATOR's inbox (0 -> 1) leaving its own at 0: before SI-27 that measured 0 at the coordinator and 1 at the worker, after which `harvest` applied it locally and closed the folder — a report lost with no error. `board` names j1 in its milestone column
ISOLATION-H-leave	PASS		live stores byte-identical; live instants trees unchanged in 1 live tree(s); live tmux session set byte-identical (0 sessions, incl. 0 dt-); section work is on socket itfleet-H
ISOLATION-I-enter	PASS		live-INSTANTS baseline ESTABLISHED on this call (1 folder(s) across 1 live tree(s)), so the instants half is vacuous here and binds from the next call on. live stores byte-identical; live instants trees unchanged in 1 live tree(s); live tmux session set byte-identical (0 sessions, incl. 0 dt-); section work is on socket itfleet-I
I1	PASS	fleet/it/I/out/I1-gate.row	one READY round recorded through the CLI ⇒ the gate ALLOWS at exit 0, and it says why it allowed: guard `review-verdict` (the machine-readable half, compared rather than grepped out of prose) and a reason naming the round, its recorded timestamp and 0 open blocking findings. Recording also rendered REVIEW.md, which matters two cases later — I5 deletes a file that demonstrably existed
I2	PASS	fleet/it/I/out/I2-gate2.row	READY-WITH-FIXES plus one OPEN Important ⇒ exit 1, and the reason NAMES THE COUNT: '1 open blocking finding(s) remain of severity Critical/Important: I2-imp (Important, src/fleet/cli.py)'. The recorded verdict still reads READY-WITH-FIXES — the arithmetic of open_blocking() refuses, not the summary word. The count is asserted at TWO values, because a single '1' is indistinguishable from a hardcoded one: a second round restates the Important still-open and raises another, and the reason moves to '2 open blocking finding(s)' (exit 1 both times). The Nit is the control — it is outside BLOCKING_SEVERITIES and appears in NEITHER count, so a gate counting findings rather than blocking ones would have said 2 and then 3
I3	PASS	fleet/it/I/out/I3-none.row	an empty ledger is UNDECIDABLE, not decided-no, and it is asserted in the WORDING as well as the code: exit **2** (not 1), guard `review-undecidable` (not `review-verdict`), the reason opens 'UNDECIDABLE: no review round has been recorded', says 'nothing has been judged', reports 'population: 0 round(s)' — and contains not one case-insensitive occurrence of 'not-ready' anywhere. Measured SIDE BY SIDE with a real NOT-READY ledger on a second instant, which exits **1** with guard `review-verdict` and does say 'recorded verdict NOT-READY': without that half, 'never says not-ready' would also be satisfied by a build incapable of saying it. Two states, two codes, two guards, two sentences — a reader is sent to two different problems
I4	PASS	fleet/it/I/out/I4-cumulative.row	scope coverage is the UNION across rounds, not the newest round's: round 1 `all` then round 2 `code` ⇒ `--require-scope all` passes at exit 0, while the gate row confirms the NEWEST round is the narrow one ('round 2 (scope code)') and coverage reads 'alignment, all, code, format'. OBS-30 was found by pointing the tool at production instants after every fixture passed, and reading only the newest round is a false refusal of a correctly-reviewed worker. The negative control makes this falsifiable: a second instant whose ONLY round is `code` is REFUSED at exit 1, guard `review-scope`, naming 'missing: alignment, format' — so a `--require-scope` that was silently ignored could not have produced both rows
I5	PASS	fleet/it/I/out/I5-compare.txt	REVIEW.md DELETED ⇒ the gate is unchanged: exit code 0 and a BYTE-IDENTICAL reason string (round number, recorded timestamp, covered scopes, finding counts, ledger path — all of it) against a PRE-IMAGE captured from this instant before the deletion. The pre-image was captured TWICE, the two agreed, and what they agreed on was a REAL verdict (a non-empty row under a declared guard id, clean stderr — a traceback never becomes a baseline), so the comparison is not vacuous: there is no literal here a gate frozen on one answer could satisfy, and this section's I1/I2/I3 rows show the same gate returning 0, 1 and 2 on other ledgers. Plan 6's note is 'any read at all would fail here' — an open() on an absent path raises, so equality proves the file is not on the path the decision travels. And REVIEW.md is still absent afterwards: the gate did not re-render the view it stands accused of reading, which would have restored the file and hidden the question
I6	PASS	fleet/it/I/out/I6-compare.txt	REVIEW.md replaced by a file that CONTRADICTS the ledger — bold '**Verdict: NOT-READY**', a '## Round 2 of 2 (final)' heading, a fictional open Critical, and the literal words 'NOT-READY' six times — over a ledger whose one round is READY ⇒ the gate is unchanged: exit 0 and a byte-identical reason against a pre-image captured twice before the swap and validated as a real verdict rather than a traceback. This corruption is the one that CAN be read successfully and lies, unlike I5's absence and I7's directory, and it is OBS-15/OBS-19 reconstructed: the predecessor's regex blocked one READY worker for bolding its verdict and a second for disambiguating a two-round heading, so both dialects are in the file at once. Anything consulting the view would have flipped this gate to a refusal. The lying file is also byte-unchanged afterwards, so the gate neither read it nor overwrote it — verbatim copy at fleet/it/I/out/I6-contradicting-view.md
I7	PASS	fleet/it/I/out/I7-compare.txt	REVIEW.md replaced by a DIRECTORY (with a decoy **NOT-READY** markdown file inside it) ⇒ the gate is unchanged: exit 1 and a byte-identical reason against a pre-image captured twice beforehand and validated as a real verdict — this is the case that made that validation mandatory: a mutant whose gate DID read the view crashed on every query, so an empty row compared equal to an empty row and I7 passed on the very build it exists to catch (see `i_preimage`). open() on a directory raises IsADirectoryError in every mode, so there is no lenient read and no default-on-missing that gets past this — 'any read at all would fail here'. This instant is seeded to REFUSE (READY-WITH-FIXES with an open Critical, exit 1) where I5 and I6 preserve an ALLOW at exit 0, so 'unchanged' is asserted in BOTH directions: a gate frozen on refusal passes here and fails I5/I6, one frozen on allow does the reverse, and neither survives the section. The directory and its decoy are still in place afterwards
I8	PASS	fleet/it/I/out/I8-summary.txt	the view is DERIVED and regenerated in full. Two renders of one unchanged ledger are byte-identical (sha 19a872a399c0… both times, the returned string equal to the bytes on disk), and every timestamp in the view is one the LEDGER holds — which is why byte-identity needs no frozen clock (NFR2-3's injected now). Then a hand edit that DID change the file (sha moved to 6d501eb2548a…) is discarded by the next render, back to 19a872a399c0… exactly. The byte-identity half is asserted at the library and that is a stated limitation, not a shortcut: the CLI reaches render() only as a side effect of `review --verdict`, which appends a round, so two CLI renders are of two different ledgers and differing bytes would be CORRECT. The CLI half a worker actually walks is asserted too — hand-edit, then record round 2: the edit is gone and the file carries BOTH '## Round 1' and '## Round 2', so the writer regenerated the whole document rather than appending to it (NFR2-10)
ISOLATION-I-leave	PASS		live stores byte-identical; live instants trees unchanged in 1 live tree(s); live tmux session set byte-identical (0 sessions, incl. 0 dt-); section work is on socket itfleet-I
ISOLATION-J-enter	PASS		live-INSTANTS baseline ESTABLISHED on this call (1 folder(s) across 1 live tree(s)), so the instants half is vacuous here and binds from the next call on. live stores byte-identical; live instants trees unchanged in 1 live tree(s); live tmux session set byte-identical (0 sessions, incl. 0 dt-); section work is on socket itfleet-J
J2	PASS	fleet/it/J/out/J2-harvest.tsv	the whole close-out committed as ONE transaction, asserted against a measured pre-image (session alive, slot held, row on the board, milestone not yet done): after `harvest` the proposal is APPLIED (j-m1 -> done) and CONSUMED (0 pending, so replaying the inbox cannot apply it twice), the session dt-fulllifecycle is GONE, slot ws1 is FREE, the record carries harvested_at, and the row has LEFT the board — which is what makes an orphan unreachable rather than merely unreported (FD-5). Six facts together; any five of them is a transaction that half-committed
J7	PASS	fleet/it/J/out/J7-reap.tsv	a live tmux session that NO record claims (ghost-372863, pid 373246) was REPORTED as kind=unknown-session with its pid named, and `fleet reap --all` left both the session and the process ALIVE. That is the whole point: what may be killed is a policy decision, and 'some of those sessions are people's' — a reap that tidied this away would be the tool killing somebody else's pane, which is why the operator's seed forbids touching dt- at all
J8	PASS	fleet/it/J/out/J8-queued.out	`close` refused BOTH live-pane shapes against real panes and real text — a BUSY pane (exit 4, 'esc to interrupt' in the rendered tail) and a pane holding UNSUBMITTED INPUT (exit 4, a prompt row with typed text) — and each refusal NAMES --force, so it is a guard a human can act on rather than one that gets forced blindly. `--force` then closed the busy one for real (session gone) while the queued one is still alive, untouched. The second half is FI-9: unsubmitted text is what a rate-limit auto-resume concatenates with its retry and sends
J9	PASS	fleet/it/J/out/J9-at-stamp-state.txt	a real SIGKILL inside EITHER of the close-out's two mutation windows leaves a RECOVERABLE state, never the forbidden one. at-stamp: stamped=0 slot_held=1 — nothing durable landed and the slot is still held, so `status` reads DEAD and `reap` reclaims it. at-release: stamped=1 slot_held=1 — the record is closed and only the slot is outstanding, which the same verb clears. The forbidden combination is a FREE slot with an UNSTAMPED record, and it is forbidden because nothing can clear it: the cap counts the record forever and no lease is left for `reap`. SI-31 measured exactly that state before the fix (harvested_at: None, slot_held: False); the fix is ordering — stamp, THEN release — because real atomicity across a filesystem, a tmux server and a lease directory would need a journal, and what is actually required is only that no window be invisible or unrecoverable
J1	FAIL	fleet/it/J/out/j1/rc	failed_steps=2 declaration_read_back=1 folder_renamed=0
J3	PASS	fleet/it/J/out/j34/j3-harvest.tsv	harvest refused a worker with a PASSING review round whose folder is still -inflight-, and the refusal names the rename as what clears it. A round is a judgement about the work; the rename is the claim that the work is over, and only the worker can make it — which is why one does not substitute for the other
J4	PASS	fleet/it/J/out/j34/j4-harvest.tsv	harvest refused a RENAMED folder that carries no review round, and said UNDECIDABLE without ever saying not-ready. The distinction is the whole point: nothing has been judged, so there is no verdict to argue with — a gate that said 'not ready' would invite a reader to dispute a decision it never reached
J5	PASS	fleet/it/J/out/j5-sessions.txt	the session harvested in J2 (dt-fulllifecycle) is GONE from this section's private server, so no live pane survives its own record's closure. Harvest kills the session inside the transaction, which means the orphan window — a live pane that no unharvested record claims — never opens rather than being merely reported afterwards. Scoped to this server on purpose: the operator's own sessions are legitimately unclaimed, and J7 is the case about those
J6	PASS	fleet/it/J/out/j6/reap.tsv	a worker whose session was killed without harvesting reads DEAD from `status`, `reap` freed its slot ws5, and the INSTANT FOLDER SURVIVES ON DISK. That last clause is the case: a dead session is a recovery situation, and a tool that freed the slot by tidying the folder away would destroy the work it was supposed to let somebody resume
ISOLATION-J-leave	PASS		live stores byte-identical; live instants trees unchanged in 1 live tree(s); live tmux session set byte-identical (0 sessions, incl. 0 dt-); section work is on socket itfleet-J
ISOLATION-O-enter	PASS		live-INSTANTS baseline ESTABLISHED on this call (1 folder(s) across 1 live tree(s)), so the instants half is vacuous here and binds from the next call on. live stores byte-identical; live instants trees unchanged in 1 live tree(s); live tmux session set byte-identical (0 sessions, incl. 0 dt-); section work is on socket itfleet-O
O7	PASS	fleet/it/O/out/O7-lint.tsv	lint TERMINATED (exit 0, not 124) on an instant containing two shapes of symlink loop — a self-referential 'loop -> .' and a mutual 'a/b/up -> ../..' — and reported 3 row(s) plus 0 bytes on stderr rather than dying silently. Bounded by `timeout 30` deliberately: a hang is the failure being tested for, so an unbounded version of this case would hang the suite instead of failing it
O9a	PASS	fleet/it/O/out/O9-before-state.txt	SIGKILL immediately before the atomic replace left NO record at all (not a truncated one) and the store still reads cleanly — so a crash mid-write costs the write and never the register. The temp file that was already on disk is not mistaken for a record, which matters more than the lost write: a store that becomes permanently unreadable after one crash is the worse outcome
O9b	PASS	fleet/it/O/out/O9-after-state.txt	SIGKILL immediately AFTER the atomic replace left a COMPLETE, parseable record. This is the half that makes O9a non-vacuous: without it, a store that simply never wrote anything would satisfy 'the record is absent' perfectly. Together the two say the window around the replace has exactly two states and no third
O9	PASS	fleet/it/O/out/O9-before-state.txt	the tmp-then-replace guarantee holds across a REAL SIGKILL, in both directions (O9a absent, O9b complete) — never a truncated record. Every register in the package (records, leases, roadmaps, proposals, declarations) writes through this one function, so this is the case the whole store layer rests on and it had been argued from construction rather than crashed
O1	PASS	fleet/it/O/out/O1-board.out	a record truncated to invalid JSON is refused with exit 2 and the message NAMES THE FILE ('truncated.json'), with no traceback anywhere in the output. A traceback tells a watching human that the tool broke; a named refusal tells them which file to look at, which is the only difference that matters at 3am
O2	PASS	fleet/it/O/out/O2-board.out	a record from a FUTURE schema is refused (exit 2) and the message names the version it carries and the one this build knows. There is deliberately no legacy tolerance, so refusing is right — and a refusal that does not say WHICH version leaves the reader unable to tell a corrupt file from a newer one
O3	PASS	fleet/it/O/out/O3.out	two instants sharing a stable key (same base-curr-optype-name, differing only in state) are REFUSED as ambiguous with exit 2 rather than resolved to whichever sorts first. Silently picking one is wrong half the time and says nothing;  follows a state rename on purpose, so two candidates is the one case it must not guess at
O4	FAIL	fleet/it/O/out/O4.out	no_traceback=1 names_permission=1 store_unchanged=0 (exit 1)
O5	PASS	fleet/it/O/out/O5.out	a lease whose lease.json is not JSON did not crash reap or leases (no traceback, reap exit 2) and BOTH said what they could not read, naming the slot 'ws1'. Skipping it silently is the real failure: the slot then belongs to nobody the tool can name, which is a leaked lease with a clean bill of health
O6	PASS	fleet/it/O/out/O6.out	a slot path that is a FILE is refused at enrol with exit 2 and nothing entered the pool. Enrolment is the door: a non-directory admitted here would surface later as a lease claim failing somewhere with far less context about why
O8	PASS	fleet/it/O/out/O8.out	harvest completed over a 3MB register in 1s (exit 0, not a timeout) and REPORTED ITS POPULATION with a count of what it examined. The count is the assertion: a tick that silently truncated a huge register would look identical to a tick over a small one, and 'how many did you examine' is the only question that tells them apart
ISOLATION-O-leave	PASS		live stores byte-identical; live instants trees unchanged in 1 live tree(s); live tmux session set byte-identical (0 sessions, incl. 0 dt-); section work is on socket itfleet-O
ISOLATION-LB-enter	PASS		live-INSTANTS baseline ESTABLISHED on this call (1 folder(s) across 1 live tree(s)), so the instants half is vacuous here and binds from the next call on. live stores byte-identical; live instants trees unchanged in 1 live tree(s); live tmux session set byte-identical (0 sessions, incl. 0 dt-); section work is on socket itfleet-LB
LB1	PASS	fleet/it/LB/out/LB1-seed.txt	dispatch recorded the git lineage as DATA (lineage_base=alpha=82e40acc273f) and, separately, where the slot actually was (golden_base=alpha=e947faee7351, read-only — this verb performs no checkout). The seed the worker reads first carries the LITERAL command `git -C alpha checkout --detach 82e40acc273f`, generated from that same field, plus the fact that propose/complete REFUSE without it and a note about the prebuilt native artifacts. OI-1 was two prose authorities disagreeing about the base; an instruction generated from the recorded field cannot drift from the field the gate checks
LB2	PASS	fleet/it/LB/out/LB2-done.out	from the unrepositioned golden — the exact position ws3 arrived in — `propose --status done` was REFUSED (exit 4) and so was `complete` (exit 4), each naming the base 82e40acc273f it expected and pointing at `fleet base-check`; the folder is still -inflight-, so the rename that IS the state transition did not happen. `propose --status running` was ALLOWED (exit 0), because a worker legitimately reports progress from wherever it is while it works — gating that would fire on every worker before it had done anything. This is why the mechanism is a GATE and not a check the worker runs: OI-3 records the worker running the old check and the id failing to resolve
LB3	PASS	fleet/it/LB/out/LB3-basecheck.tsv	running the one command the seed printed cleared the gate: base-check reports 'at the base' with no violation (exit 0) and the same `propose --status done` that was refused in LB2 now succeeds. The pair is the assertion — LB2 alone would pass against a gate that refuses every claim of done, which would be a worse product than the defect it fixes
LB4	PASS	fleet/it/LB/out/LB3-basecheck.tsv	the stale-native warning FIRED once the source moved off the commit the slot was leased at (libvelox.so predating the checkout) and CLEARED when the artifact was rebuilt — and it is severity=info, never a refusal, because a JVM-only milestone is legitimately unaffected and nothing here can tell whether this milestone touches native code. This is the check that actually caught something in the real incident, and the half that clears is what stops it becoming an alarm nobody reads
ISOLATION-LB-leave	PASS		live stores byte-identical; live instants trees unchanged in 1 live tree(s); live tmux session set byte-identical (0 sessions, incl. 0 dt-); section work is on socket itfleet-LB
