case	verdict	evidence	note
M5	PASS	it/M/M5-per-flag.txt	every value-taking flag of every INVOKED verb (238 flag/verb pairs × 2 shapes) exited 2 with the 'needs a value' diagnostic inside timeout 5; NO flag hung (130 switch flags also checked for hang-freedom; selftest--porcelain exceeded 5s); 0 flag/verb pair(s) skipped for want of a recipe — see M5-coverage
M5-coverage	PASS	it/M/M5-per-flag.txt	every verb in cli.VERBS has an argv recipe in m_args, so M5's verdict covers every flag of every verb
M7	PASS	it/M/M7.out	OK M7: board/leases/roadmap/status parse at their declared column counts with stderr discarded, and each view's human form reports the same (identity, state) set as its porcelain form
M8-base-check	PASS		zero delta (content+mtime)
M8-board	PASS		zero delta (content+mtime)
M8-brief	PASS		zero delta (content+mtime)
M8-compaction-status	PASS		zero delta (content+mtime)
M8-leases	PASS		zero delta (content+mtime)
M8-lint	PASS		zero delta (content+mtime)
M8-pane-guard	PASS		zero delta (content+mtime)
M8-peers	PASS		zero delta (content+mtime)
M8-reconcile	PASS		zero delta (content+mtime)
M8-release-history	PASS		zero delta (content+mtime)
M8-release-list	PASS		zero delta (content+mtime)
M8-release-status	PASS		zero delta (content+mtime)
M8-roadmap	PASS		zero delta (content+mtime)
M8-seed-check	PASS		zero delta (content+mtime)
M8-selftest	PASS		zero delta (content+mtime)
M8-status	PASS		zero delta (content+mtime)
M8-verify	PASS		zero delta (content+mtime)
M8	PASS	it/RESULTS-closeout-group5.tsv	each of the 17 read-only verbs left a zero delta over FLEET_HOME+slots, asserted per verb (content AND mtime)
M9	PASS	it/M/M9.out	OK M9: across all 30 modules — no push/merge/publish/rm-rf shape anywhere; the only spawn sites are the 3 probe/runner factories (15 call sites), none reachable from a handler; every delete is one of 10 accounted-for sites, and each target is DERIVED (by following the assignments, not by matching 
M10	PASS	it/M/M10-verdicts.txt	real panes: clean=0 queued=10 esc-to-interrupt=11 non-claude-shell=12 nonexistent=13
M11	PASS	it/M/M11-caret-line.hex	the pane really renders e2 9d af c2 a0 (❯ + U+00A0) and pane-guard returns 10, quoting 'draft message'; hexdump in M11-caret-line.hex / M11-pane-tail.hex
M11b	PASS	it/M/M11b-pane.txt	queued text is still seen with 31 blank line(s) of pane padding below the box
M12	PASS	it/M/M12.stdout	1 recipe executed in the sandbox; 2 refused BEFORE execution (a redirect outside the sandbox and a delete) and each is also reported never-executed; the outside path was never created; exit 1
M13	PASS	it/M/M13-inside.tsv	dirt outside the covered paths ⇒ exit 0 WITH a tree stamp; dirt inside tests/ ⇒ exit 1 with a dirty-inside-coverage violation, and the stamp is printed in BOTH runs
M14	PASS	it/M/M14-per-verb.txt	--help exits 0 for all 46 verbs and prints no source code
ISOLATION-M-leave	PASS		live stores byte-identical; live instants trees unchanged in 1 live tree(s); live tmux session set byte-identical (0 sessions, incl. 0 dt-); section work is on socket itfleet-M
ISOLATION-N-enter	PASS		live-INSTANTS baseline ESTABLISHED on this call (1 folder(s) across 1 live tree(s)), so the instants half is vacuous here and binds from the next call on. live stores byte-identical; live instants trees unchanged in 1 live tree(s); live tmux session set byte-identical (0 sessions, incl. 0 dt-); section work is on socket itfleet-N
N1	PASS	it/N/N1.stdout	real session itfleet-N-w1 is live: status state=RUNNING, evidence.liveness=session, SessionLayer.alive=True
N2	PASS	it/N/N2.out	OK N2: the captured text round-trips — probe == tmux, busy=False, unsubmitted=None, and pane-guard agrees (rc=12: a bash pane carries no claude marker)
N3	PASS	it/N/N3-caret-line.hex	typed-not-submitted in a REAL bash pane rendering ❯+U+00A0 (e2 9d af c2 a0): pane-guard=10 and status reports 'draft message' verbatim (state=BLOCKED)
N4	PASS	it/N/N4-pane.txt	after submitting, pane-guard=0 (no longer queued-text) and status state=RUNNING
N4b	PASS	it/N/N4b-pane.txt	the same pane clears (pane-guard=0) once the submitted line is more than PROMPT_TAIL_LINES=8 rows above the box — which locates N4's failure exactly
N5	PASS	it/N/N5-close.stderr	esc-to-interrupt in a real pane ⇒ pane-guard=11; close refused with exit 4 naming its override, and the session is still alive
N6	PASS	it/N/N6-status.stdout	an external kill-session ⇒ status DEAD on the next poll; reap --base 00000000 (exit 0) took ns1 from held to free; a reap from a foreign base refused first (exit 4) and named the owner (2 hit)
N7	PASS	it/N/N7.out	OK N7: the prefix name is not alive and does not capture the longer session's pane
N8	PASS	it/N/N8-pane.txt	100 history lines in scrollback and the old ❯+U+00A0 prompt IS in the captured screen (1 hit), yet the empty box now ⇒ pane-guard=0, no queued text
N9	PASS	it/N/N9-sessions-after.txt	close ended only the session its record names (itfleet-N-own gone); the bystander and the history session are untouched, close never names them; on the LIVE server (N9-live-sessions-after.txt) 0 dt- session(s) are still present — REPORTED, not asserted: the binding live-server check is ISOLATION-N-leave
ISOLATION-N-leave	PASS		live stores byte-identical; live instants trees unchanged in 1 live tree(s); live tmux session set byte-identical (0 sessions, incl. 0 dt-); section work is on socket itfleet-N
SOURCE-STABLE	PASS	it/SOURCE-PIN-group5-after.txt	src/fleet/*.py byte-identical for the whole run
CLAUDE-COUNT	PASS		no claude appeared from this section. 2 claude process(es) DID start during the run with a cwd OUTSIDE this instant — 429907(~/davis2_root/tasks/hudiOSSBranchBackPortToInternal/instants) 434364(~/davis2_root/tasks/indexNativeRead/instants/main-09040005-complete-append-quanton15HfileReadPort)— which a section cannot cause: dispatch starts a worker in the slot it leased, so a cwd elsewhere is somebody else's session. Reported, not charged to this section. §L/§M/§N launch no claude: no verb here reaches sessions.start.
